,date,大金融,地产基建,大科技,公用事业,新能源,大消费,乡村振兴,汽车产业,医药生物,运输业,周期,高端制造,军工,社会服务,其他
793,20230516,,1,4,4,2,3,3,1,2,4,1,3,4,4,2
794,20230517,,1,4,2,3,4,3,2,2,4,1,3,4,4,1
795,20230518,4,3,,2,3,4,3,2,1,4,1,2,4,4,1
796,20230519,4,4,4,1,2,3,3,2,1,,2,3,4,4,1
797,20230522,4,2,4,3,2,4,4,3,1,,1,2,,4,1
798,20230523,4,3,4,4,1,3,4,2,2,,2,1,,4,1
799,20230524,4,2,,4,2,3,4,3,1,,1,2,4,4,1
800,20230525,4,2,,4,4,2,3,3,1,,1,2,4,4,1
801,20230526,4,2,,3,2,4,3,4,1,,2,1,4,4,1
802,20230529,4,1,,3,2,4,4,4,1,,3,2,2,4,1
803,20230530,4,2,,4,3,4,4,3,1,,3,2,1,,1
804,20230531,4,2,,2,3,4,4,3,1,,4,2,1,4,1
805,20230601,,3,,2,3,4,4,2,1,4,4,2,1,4,1
806,20230602,4,3,,4,4,3,4,3,1,,2,1,1,,2
807,20230605,4,3,4,4,3,4,4,1,1,,2,1,2,,2
808,20230606,4,4,4,4,3,3,2,1,1,,1,2,2,4,3
809,20230607,3,4,4,4,2,4,1,1,1,,2,3,2,4,3
810,20230608,2,3,4,4,4,4,1,1,1,,2,2,3,3,4
811,20230609,2,4,3,3,4,4,3,1,1,,1,2,2,4,4
812,20230612,3,4,4,4,4,4,3,2,1,,2,1,1,3,2
813,20230613,2,4,3,3,4,,4,2,1,4,3,1,1,4,2
814,20230614,2,4,,3,4,4,4,2,1,4,3,1,1,3,2
815,20230615,4,4,3,4,4,3,3,2,1,,2,1,2,4,1
816,20230616,4,4,,4,4,3,3,2,1,,2,1,2,4,1
817,20230619,4,4,,3,4,3,4,3,1,,2,1,2,,1
818,20230620,,4,,2,3,4,4,3,1,4,3,1,2,,1
819,20230621,4,3,4,2,4,4,3,2,1,,2,1,3,4,1
820,20230626,4,2,4,2,4,3,4,3,1,,2,1,4,,1
821,20230627,4,3,,3,4,4,3,2,1,,2,1,4,,1
822,20230628,4,3,4,3,4,3,2,2,2,,1,1,4,4,1
823,20230629,4,3,4,2,4,3,2,3,1,,2,1,4,4,1
824,20230630,4,4,4,3,3,2,3,2,1,,2,1,4,4,1
825,20230703,4,4,,3,4,2,3,2,2,,1,1,4,4,1
826,20230704,4,3,4,2,4,2,3,3,1,,2,1,4,4,1
827,20230705,4,4,4,3,3,1,3,2,1,,2,1,4,4,2
828,20230706,4,4,4,2,4,1,3,3,1,,2,1,3,4,2
829,20230707,4,3,,4,4,2,3,2,1,,1,1,4,4,2
830,20230710,4,4,,3,4,2,3,2,1,,1,1,4,4,2
831,20230711,4,4,,3,4,2,2,3,1,4,1,1,4,,2
832,20230712,4,4,,3,4,2,2,3,1,4,1,1,4,,2
833,20230713,3,4,4,3,4,2,4,2,1,,1,1,,4,2
834,20230714,4,3,,2,4,1,3,4,1,4,2,1,4,,2
835,20230717,4,2,,3,4,2,4,3,1,4,1,2,4,,1
836,20230718,4,3,,4,4,1,2,2,1,4,1,2,4,,3
837,20230719,3,2,,4,4,1,2,1,1,4,2,3,4,4,3
838,20230720,2,2,4,,4,1,1,1,3,4,2,3,4,4,3
839,20230721,2,2,,,4,1,1,1,2,4,3,4,3,4,4
840,20230724,3,3,4,,2,2,1,1,1,4,2,4,4,3,4
841,20230725,4,3,4,,2,2,1,1,2,1,4,3,4,3,4
842,20230726,4,1,4,4,3,2,1,1,2,2,3,4,3,,4
843,20230727,4,2,,4,3,1,1,1,3,2,3,2,4,4,4
844,20230728,,3,4,4,2,2,1,1,3,1,4,2,,4,4
845,20230731,2,3,4,4,4,2,1,1,3,1,3,2,,4,4
846,20230801,4,4,,4,4,2,1,1,2,1,3,2,4,3,3
847,20230802,3,4,4,4,4,2,1,1,2,1,3,2,,4,3
848,20230803,3,4,4,4,2,2,1,1,2,1,3,3,,4,4
849,20230804,4,4,,4,2,3,1,2,1,1,2,3,,4,4
850,20230807,4,4,,4,4,2,1,2,1,1,2,3,,4,3
851,20230808,3,3,4,4,3,1,2,2,1,1,2,4,,4,4
852,20230809,3,3,,4,1,2,2,2,1,1,4,3,4,4,4
853,20230810,4,3,4,,1,2,2,2,1,1,3,4,4,3,4
854,20230811,4,3,4,,1,2,1,1,2,2,3,4,4,3,4
855,20230814,4,3,4,,1,2,2,1,1,3,3,4,4,2,4
856,20230815,4,3,2,,1,3,2,1,1,2,3,4,4,4,4
857,20230816,4,3,3,,1,2,1,2,2,1,3,4,4,4,4
858,20230817,,3,3,3,1,4,1,2,1,2,4,4,4,4,2
859,20230818,,1,4,4,4,4,1,3,1,3,2,3,4,2,2
860,20230821,,1,3,4,4,3,1,2,1,4,4,3,4,2,2
861,20230822,4,1,4,2,4,4,2,3,1,1,,4,3,2,3
862,20230823,4,1,,4,4,3,3,4,1,1,4,2,3,2,2
863,20230824,1,1,3,4,4,3,4,2,1,2,,3,2,4,4
864,20230825,2,1,4,4,3,2,3,2,1,1,4,3,,4,4
865,20230828,2,1,4,3,3,2,2,3,1,1,4,4,,4,4
866,20230829,4,2,4,3,3,4,1,4,1,3,4,2,2,,1
867,20230830,4,4,,1,3,4,2,3,1,3,4,2,2,4,1
868,20230831,,4,4,3,2,4,3,2,1,3,4,1,2,4,1
869,20230901,4,4,4,4,3,2,2,1,1,,3,2,3,4,1
870,20230904,4,4,3,4,3,2,1,1,1,,3,2,4,4,2
871,20230905,4,4,4,3,3,1,2,1,1,4,3,2,4,,2
872,20230906,,4,,1,4,1,3,3,1,,3,2,4,4,2
873,20230907,4,4,,1,4,1,3,2,1,,4,2,3,4,2
874,20230908,,4,,1,4,2,3,3,1,4,4,1,2,4,2
875,20230911,4,4,,1,2,2,4,3,1,,3,1,4,4,2
876,20230912,4,4,4,2,2,2,4,3,1,,3,1,3,4,1
877,20230913,4,2,4,3,2,1,4,2,1,,3,1,4,4,3
878,20230914,4,2,,4,1,1,4,4,1,,3,2,4,3,2
879,20230915,4,4,,4,1,1,3,2,1,4,3,2,,4,2
880,20230918,4,4,,,1,1,3,2,2,4,3,1,4,4,2
881,20230919,4,4,,4,1,1,3,2,1,4,4,2,,3,2
882,20230920,4,4,4,,1,1,3,2,2,4,4,1,,3,2
883,20230921,4,4,4,4,1,1,3,2,1,4,3,2,,3,2
884,20230922,4,,4,4,1,2,3,2,1,4,3,1,4,3,2
885,20230925,4,4,,4,1,2,3,3,1,4,2,2,,4,1
886,20230926,4,4,4,4,1,3,3,2,1,,2,2,4,3,1
887,20230927,,4,4,4,1,3,2,4,1,,2,3,,3,1
888,20230928,,4,4,3,1,2,2,4,1,,3,2,4,4,1
889,20231009,,4,4,2,1,3,3,4,1,,2,1,4,4,2
890,20231010,4,4,4,2,1,3,4,3,1,,3,1,2,4,2
891,20231011,4,4,4,2,1,3,4,3,1,,2,2,1,4,3
892,20231012,4,4,4,3,1,3,4,3,1,,2,1,2,4,2
893,20231013,4,4,,3,1,3,4,4,1,,3,1,2,,2
894,20231016,,4,,4,1,2,3,3,1,4,2,1,4,4,2
895,20231017,4,4,,4,1,3,3,2,1,2,2,1,3,4,4
896,20231018,4,,4,4,1,2,4,3,1,2,2,1,4,3,3
897,20231019,4,,,1,2,3,4,3,1,2,2,1,4,4,4
898,20231020,4,4,,3,2,3,2,3,1,2,1,1,4,4,4
899,20231023,4,4,,2,2,4,4,3,1,2,1,1,3,,4
900,20231024,4,4,,3,2,2,3,4,1,1,2,1,3,4,4
901,20231025,4,3,,2,4,2,1,4,1,4,3,1,2,,4
902,20231026,4,4,,1,3,2,2,4,1,4,2,1,4,,3
903,20231027,4,4,,3,1,3,2,2,1,4,2,1,4,4,3
904,20231030,4,4,,2,1,3,4,2,1,4,2,1,,4,3
905,20231031,4,,,2,1,3,3,2,1,,4,1,4,4,3
906,20231101,4,4,4,3,1,2,3,2,1,,2,1,4,4,3
907,20231102,4,4,4,4,1,2,3,2,1,,3,1,3,4,2
908,20231103,4,4,4,3,1,3,3,2,1,,4,1,2,4,2
909,20231106,,4,4,3,2,3,3,2,1,4,4,1,2,4,1
910,20231107,,4,4,4,2,3,3,2,1,4,3,1,2,4,1
911,20231108,4,4,4,,1,2,3,2,1,4,3,1,3,4,2
912,20231109,,4,4,4,1,2,3,2,1,3,4,2,3,4,1
913,20231110,,4,4,2,2,2,4,3,1,3,4,1,3,4,1
914,20231113,,4,4,1,3,3,3,2,1,4,4,2,2,4,1
915,20231114,4,,,1,4,3,3,2,1,4,4,2,2,4,1
916,20231115,,3,,2,4,2,4,4,1,4,2,1,3,4,1
917,20231116,4,4,,4,4,3,3,2,1,4,2,1,2,,1
918,20231117,,4,,4,2,3,4,2,1,4,3,1,2,4,1
919,20231120,4,4,4,2,3,2,4,2,1,,3,1,3,4,1
920,20231121,4,4,4,3,2,3,4,2,1,,3,1,2,4,1
921,20231122,4,4,4,2,1,3,3,1,1,4,4,2,2,,3
922,20231123,4,4,4,3,1,3,2,2,1,4,3,1,,4,2
923,20231124,3,4,4,4,1,3,2,1,1,,4,2,,4,2
924,20231127,3,4,,4,1,2,3,2,1,4,3,1,4,4,2
925,20231128,3,4,,4,2,2,3,2,1,4,3,1,4,4,1
926,20231129,4,3,4,3,2,3,4,2,1,,2,1,4,4,1
927,20231130,3,4,4,4,1,3,4,2,1,,2,1,3,4,2
928,20231201,4,3,4,4,1,2,3,1,1,,4,2,2,4,3
929,20231204,3,4,4,4,1,2,3,1,1,4,4,3,2,2,
930,20231205,2,4,,4,1,2,3,1,1,4,4,3,3,2,4
931,20231206,2,4,,4,1,2,3,1,1,4,4,3,2,3,4
932,20231207,1,4,4,,2,3,3,1,1,4,3,2,2,4,4
933,20231208,2,4,4,4,1,3,,2,1,4,2,3,1,4,3
934,20231211,2,4,4,,1,4,4,2,1,3,3,3,1,4,2
935,20231212,4,4,,4,2,2,3,1,1,4,3,4,1,3,2
936,20231213,4,3,,4,1,2,3,2,1,4,4,4,1,3,2
937,20231214,4,3,4,4,1,3,2,1,1,,4,4,2,3,2
938,20231215,3,3,4,4,4,3,1,1,1,,4,4,2,2,2
939,20231218,3,4,3,,2,2,1,2,1,4,4,4,4,1,3
940,20231219,2,4,4,4,3,4,2,1,1,,4,3,3,2,1
941,20231220,2,4,4,4,4,1,2,3,1,,3,3,4,2,1
942,20231221,3,4,3,4,4,2,2,1,1,,2,3,4,4,1
943,20231222,4,4,4,3,4,1,2,2,2,4,1,3,,3,1
944,20231225,4,4,,2,3,2,3,2,1,4,1,3,4,4,1
945,20231226,4,2,4,3,4,1,2,3,1,,1,3,4,4,2
946,20231227,2,3,3,4,4,1,2,1,1,,2,4,4,4,3
947,20231228,3,,4,3,3,1,2,2,1,4,1,4,4,4,2
948,20231229,3,4,,4,4,2,2,3,1,4,1,3,2,4,1
949,20240102,4,4,,2,4,2,2,3,1,,1,3,4,4,1
950,20240103,4,2,,3,4,1,2,3,1,4,1,4,4,,2
951,20240104,4,3,,3,3,1,2,2,1,4,1,4,4,4,2
952,20240105,4,2,,4,3,1,2,1,1,4,2,4,4,3,3
953,20240108,4,3,,4,3,1,1,1,2,4,2,4,4,3,2
954,20240109,4,3,,4,3,2,2,1,4,4,1,3,4,2,1
955,20240110,2,3,4,4,4,1,2,1,4,4,1,3,,3,2
956,20240111,3,3,4,4,3,2,1,1,2,4,1,4,,4,2
957,20240112,3,2,4,4,4,1,2,1,2,4,1,4,,3,3
958,20240115,4,3,2,4,4,2,1,1,4,3,1,4,,2,3
959,20240116,4,4,3,,4,2,2,1,2,1,1,3,,4,4
960,20240117,4,3,4,4,4,2,2,1,3,1,1,3,,2,4
961,20240118,3,4,4,4,4,1,2,1,2,2,1,3,,3,4
962,20240119,4,4,,4,4,2,2,1,2,1,1,3,3,3,4
963,20240122,4,4,4,4,3,2,2,1,2,1,1,3,,3,4
964,20240123,4,3,4,,4,2,2,2,1,1,1,3,4,3,4
965,20240124,4,3,4,,4,3,1,2,1,1,2,3,4,2,4
966,20240125,4,3,3,4,,2,1,2,1,1,3,4,4,2,4
967,20240126,4,3,3,4,4,2,1,2,2,1,3,4,4,1,
968,20240129,3,2,4,4,4,2,1,2,3,1,3,4,4,1,
969,20240130,4,2,4,4,3,2,1,2,3,1,3,4,,1,4
970,20240131,4,2,4,4,3,2,1,2,3,1,4,3,4,1,
971,20240201,3,3,4,4,4,1,1,2,2,1,3,4,4,2,
972,20240202,4,3,,4,3,2,1,1,2,1,4,3,4,2,4
973,20240205,4,3,,4,3,1,2,1,2,1,3,4,4,2,4
974,20240206,4,4,,4,1,2,2,1,3,1,3,3,4,2,4
975,20240207,4,4,4,4,1,1,2,1,2,3,3,3,,2,4
976,20240208,3,4,,4,1,1,2,1,2,3,2,4,4,3,4
977,20240219,4,4,,4,1,1,3,2,1,3,3,4,2,2,4
978,20240220,4,4,,4,1,1,3,3,1,2,4,3,2,2,4
979,20240221,4,,4,4,3,1,2,2,1,1,4,4,2,3,3
980,20240222,4,4,,3,4,1,2,2,1,1,4,3,2,4,3
981,20240223,4,4,,4,3,1,3,2,1,2,4,4,2,3,1
982,20240226,4,,4,2,2,3,4,4,1,4,2,1,3,3,1
983,20240227,,4,4,2,3,3,4,3,1,4,2,2,1,4,1
984,20240228,3,4,,2,2,3,4,4,1,3,4,2,1,4,1
985,20240229,3,4,4,2,3,4,3,4,1,4,2,2,1,,1
986,20240301,4,4,,2,4,3,4,3,1,4,2,2,1,,1
987,20240304,4,4,4,3,2,4,4,3,1,,2,1,2,,1
988,20240305,,4,3,4,2,3,4,3,1,4,2,2,1,4,1
