,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
105,399300.SZ,20231009,3684.7272,3678.929,3694.1713,3641.9966,3689.5172,-4.79,-0.1298,102148058.0,178072374.7
106,399300.SZ,20230928,3689.5172,3711.2117,3716.0569,3685.3001,3700.495,-10.9778,-0.2967,85221719.0,153500421.3
107,399300.SZ,20230927,3700.495,3694.9607,3731.1405,3694.3938,3692.8928,7.6022,0.2059,91629210.0,164790435.3
108,399300.SZ,20230926,3692.8928,3711.7106,3723.8481,3692.6172,3714.6037,-21.7109,-0.5845,78044525.0,137808437.8
109,399300.SZ,20230925,3714.6037,3738.0622,3738.0622,3711.2049,3738.9327,-24.329,-0.6507,92596479.0,155793827.4
110,399300.SZ,20230922,3738.9327,3672.6402,3740.4183,3664.7661,3672.4448,66.4879,1.8105,110231166.0,192236467.4
111,399300.SZ,20230921,3672.4448,3698.313,3708.4557,3672.4448,3705.6898,-33.245,-0.8971,83031005.0,135011796.6
112,399300.SZ,20230920,3705.6898,3715.9578,3718.5207,3705.1274,3720.5021,-14.8123,-0.3981,75448209.0,117691806.0
113,399300.SZ,20230919,3720.5021,3723.4244,3724.0717,3702.6934,3727.711,-7.2089,-0.1934,83199038.0,135216895.2
114,399300.SZ,20230918,3727.711,3698.9344,3737.5306,3691.1107,3708.7766,18.9344,0.5105,86727741.0,156966973.9
115,399300.SZ,20230915,3708.7766,3740.7853,3749.0247,3699.3806,3733.5077,-24.7311,-0.6624,109395689.0,180398970.9
116,399300.SZ,20230914,3733.5077,3736.9355,3748.8177,3717.3107,3736.6513,-3.1436,-0.0841,100386075.0,151578100.5
117,399300.SZ,20230913,3736.6513,3759.6091,3768.8162,3719.1114,3760.6048,-23.9535,-0.637,81576901.0,138238089.9
118,399300.SZ,20230912,3760.6048,3764.3331,3775.093,3755.4162,3767.537,-6.9322,-0.184,79385378.0,140117510.2
119,399300.SZ,20230911,3767.537,3740.5846,3788.3219,3734.7228,3739.9927,27.5443,0.7365,105358016.0,186871759.4
120,399300.SZ,20230908,3739.9927,3747.6509,3753.263,3724.987,3758.4748,-18.4821,-0.4917,71638166.0,129197657.3
121,399300.SZ,20230907,3758.4748,3802.2272,3802.2272,3756.853,3812.0283,-53.5535,-1.4049,95103903.0,164405748.8
122,399300.SZ,20230906,3812.0283,3808.1,3817.5239,3790.8949,3820.3174,-8.2891,-0.217,93442393.0,166081524.0
123,399300.SZ,20230905,3820.3174,3839.5779,3839.5779,3814.3338,3848.9517,-28.6343,-0.744,104052333.0,181377878.0
124,399300.SZ,20230904,3848.9517,3812.9873,3854.2605,3804.5886,3791.4912,57.4605,1.5155,142385201.0,237934727.9
125,399300.SZ,20230901,3791.4912,3778.9129,3808.5306,3778.9129,3765.2678,26.2234,0.6965,105319045.0,172219141.6
126,399300.SZ,20230831,3765.2678,3786.9261,3793.9972,3762.0046,3788.5097,-23.2419,-0.6135,118961646.0,193577001.3
127,399300.SZ,20230830,3788.5097,3803.1191,3813.7032,3780.2411,3790.1067,-1.597,-0.0421,129671661.0,226727480.8
128,399300.SZ,20230829,3790.1067,3743.0534,3810.3772,3742.0758,3752.6194,37.4873,0.999,152486146.0,262134936.8
129,399300.SZ,20230828,3752.6194,3911.5485,3911.5485,3740.5279,3709.1517,43.4677,1.1719,197990379.0,335047671.0
130,399300.SZ,20230825,3709.1517,3703.5136,3734.2185,3695.8442,3723.4293,-14.2776,-0.3835,105182610.0,175601437.2
131,399300.SZ,20230824,3723.4293,3711.5403,3748.8567,3701.5717,3696.6339,26.7954,0.7249,119614521.0,196257391.1
132,399300.SZ,20230823,3696.6339,3751.7736,3756.1659,3695.0309,3758.2271,-61.5932,-1.6389,97081638.0,160476231.6
133,399300.SZ,20230822,3758.2271,3748.0675,3770.0556,3704.6785,3729.555,28.6721,0.7688,120318327.0,203463879.7
134,399300.SZ,20230821,3729.555,3773.225,3782.1112,3729.555,3784.0038,-54.4488,-1.4389,98708369.0,173379942.9
135,399300.SZ,20230818,3784.0038,3832.4554,3844.195,3784.0038,3831.1008,-47.097,-1.2293,95549638.0,168445687.0
136,399300.SZ,20230817,3831.1008,3801.1969,3836.1507,3782.4967,3818.3338,12.767,0.3344,98415493.0,174093848.2
137,399300.SZ,20230816,3818.3338,3830.8274,3852.4198,3817.6324,3846.5357,-28.2019,-0.7332,94616946.0,169323869.0
138,399300.SZ,20230815,3846.5357,3858.3662,3865.284,3811.6839,3855.9061,-9.3704,-0.243,103097111.0,177437071.7
139,399300.SZ,20230814,3855.9061,3840.8872,3859.4718,3814.0711,3884.2538,-28.3477,-0.7298,115966336.0,197623765.2
140,399300.SZ,20230811,3884.2538,3977.9834,3977.9834,3884.2538,3975.7166,-91.4628,-2.3005,126082931.0,203546314.6
141,399300.SZ,20230810,3975.7166,3962.8569,3976.4637,3945.3869,3967.5652,8.1514,0.2055,97176849.0,175646730.2
142,399300.SZ,20230809,3967.5652,3967.3566,3982.1091,3961.8434,3979.7322,-12.167,-0.3057,94640269.0,174394242.8
143,399300.SZ,20230808,3979.7322,3980.0423,4002.2904,3963.4632,3990.1531,-10.4209,-0.2612,109871699.0,202611335.3
144,399300.SZ,20230807,3990.1531,4002.9677,4002.9677,3977.0173,4020.5792,-30.4261,-0.7568,121310662.0,227090572.8
145,399300.SZ,20230804,4020.5792,4033.7239,4058.2431,4011.6202,4004.9839,15.5953,0.3894,178267189.0,316529733.8
146,399300.SZ,20230803,4004.9839,3962.1296,4004.9996,3962.1296,3969.895,35.0889,0.8839,129006640.0,224809824.8
147,399300.SZ,20230802,3969.895,3985.6951,4008.3343,3958.5127,3998.001,-28.106,-0.703,125855690.0,204875690.9
148,399300.SZ,20230801,3998.001,4009.1831,4031.7008,3983.0273,4014.6301,-16.6291,-0.4142,142286859.0,255620773.6
149,399300.SZ,20230731,4014.6301,4018.8895,4064.3621,4002.0784,3992.7376,21.8925,0.5483,199606830.0,366544120.0
150,399300.SZ,20230728,3992.7376,3889.7929,4000.919,3886.5535,3902.3458,90.3918,2.3163,179735481.0,310092467.4
151,399300.SZ,20230727,3902.3458,3914.2298,3935.3578,3894.6923,3907.0128,-4.667,-0.1195,110667109.0,196845425.5
152,399300.SZ,20230726,3907.0128,3908.174,3912.9834,3893.3987,3915.1153,-8.1025,-0.207,107881717.0,192912604.8
153,399300.SZ,20230725,3915.1153,3866.6445,3915.8148,3866.6445,3805.221,109.8943,2.888,163066320.0,299853562.2
154,399300.SZ,20230724,3805.221,3803.3492,3828.7853,3798.8048,3821.91,-16.689,-0.4367,75483545.0,151448369.6
155,399300.SZ,20230721,3821.91,3816.9835,3849.5109,3808.803,3823.6946,-1.7846,-0.0467,79507563.0,157144211.2
156,399300.SZ,20230720,3823.6946,3857.7725,3875.6241,3818.7134,3850.8663,-27.1717,-0.7056,92042076.0,174320872.1
157,399300.SZ,20230719,3850.8663,3848.4826,3860.0092,3830.4073,3854.9393,-4.073,-0.1057,79585700.0,151311481.0
158,399300.SZ,20230718,3854.9393,3871.0444,3871.0444,3844.5129,3867.1749,-12.2356,-0.3164,91438615.0,167104315.1
159,399300.SZ,20230717,3867.1749,3881.6225,3881.6225,3852.2626,3899.1027,-31.9278,-0.8188,98340144.0,174623552.8
160,399300.SZ,20230714,3899.1027,3904.6033,3908.4871,3893.7862,3898.4229,0.6798,0.0174,122364846.0,220230466.5
161,399300.SZ,20230713,3898.4229,3855.662,3901.1023,3855.662,3843.4369,54.986,1.4306,120300232.0,235278706.8
162,399300.SZ,20230712,3843.4369,3864.6013,3874.0403,3838.5632,3869.4861,-26.0492,-0.6732,111522024.0,214046519.1
163,399300.SZ,20230711,3869.4861,3853.7955,3870.6549,3844.5244,3844.3269,25.1592,0.6545,86510716.0,177585694.4
164,399300.SZ,20230710,3844.3269,3841.5591,3865.4566,3831.92,3825.6988,18.6281,0.4869,92033441.0,185360813.1
165,399300.SZ,20230707,3825.6988,3831.5955,3844.8438,3819.0772,3842.7547,-17.0559,-0.4438,100906920.0,173918560.7
166,399300.SZ,20230706,3842.7547,3857.0304,3876.8901,3836.4573,3868.8054,-26.0507,-0.6734,100121842.0,184742420.9
167,399300.SZ,20230705,3868.8054,3895.1945,3899.5188,3864.1301,3899.0133,-30.2079,-0.7748,97636384.0,188400265.1
168,399300.SZ,20230704,3899.0133,3888.0328,3899.9755,3878.3978,3892.8821,6.1312,0.1575,109494527.0,216335611.4
169,399300.SZ,20230703,3892.8821,3853.2919,3897.3273,3853.2919,3842.4516,50.4305,1.3125,133158051.0,256876520.2
170,399300.SZ,20230630,3842.4516,3816.3345,3860.0311,3813.552,3821.8435,20.6081,0.5392,101268429.0,208146272.9
171,399300.SZ,20230629,3821.8435,3836.7305,3840.7132,3817.3759,3840.7986,-18.9551,-0.4935,98289274.0,204110031.4
172,399300.SZ,20230628,3840.7986,3836.6086,3846.8516,3808.1607,3845.4334,-4.6348,-0.1205,107021541.0,206187959.9
173,399300.SZ,20230627,3845.4334,3811.6872,3851.8957,3806.3242,3809.6962,35.7372,0.9381,116992681.0,210097713.7
174,399300.SZ,20230626,3809.6962,3833.4436,3841.2862,3801.0537,3864.0323,-54.3361,-1.4062,133990419.0,247713845.8
175,399300.SZ,20230621,3864.0323,3909.1044,3920.1276,3864.0323,3924.2377,-60.2054,-1.5342,118346575.0,243630705.6
176,399300.SZ,20230620,3924.2377,3926.094,3937.4945,3918.473,3930.9079,-6.6702,-0.1697,122520318.0,266274081.3
177,399300.SZ,20230619,3930.9079,3957.0327,3957.0327,3922.4742,3963.3509,-32.443,-0.8186,134905848.0,268213068.6
178,399300.SZ,20230616,3963.3509,3932.2114,3968.0128,3928.5419,3925.4994,37.8515,0.9642,139760076.0,280374762.8
179,399300.SZ,20230615,3925.4994,3871.7746,3925.4994,3871.7746,3864.0247,61.4747,1.5909,128369938.0,282635910.9
180,399300.SZ,20230614,3864.0247,3872.7155,3891.6656,3862.0609,3864.9074,-0.8827,-0.0228,124955759.0,243932581.2
181,399300.SZ,20230613,3864.9074,3838.1287,3867.3034,3833.4598,3844.4324,20.475,0.5326,110924946.0,225435215.3
182,399300.SZ,20230612,3844.4324,3827.3253,3859.7156,3813.8577,3836.7026,7.7298,0.2015,126758543.0,240791270.5
183,399300.SZ,20230609,3836.7026,3822.4088,3836.7026,3811.2189,3820.1867,16.5159,0.4323,134319863.0,247296087.1
184,399300.SZ,20230608,3820.1867,3791.0826,3834.3888,3777.7752,3789.3418,30.8449,0.814,118700934.0,199119300.6
185,399300.SZ,20230607,3789.3418,3815.4823,3823.1124,3780.1021,3808.1629,-18.8211,-0.4942,98862432.0,189879792.2
186,399300.SZ,20230606,3808.1629,3840.4587,3867.8452,3802.8449,3844.2492,-36.0863,-0.9387,125781258.0,222091722.6
187,399300.SZ,20230605,3844.2492,3860.5557,3860.5557,3832.4578,3861.8337,-17.5845,-0.4553,116163989.0,211144360.1
188,399300.SZ,20230602,3861.8337,3821.6198,3865.2843,3821.6198,3806.8679,54.9658,1.4439,125015110.0,232696547.1
189,399300.SZ,20230601,3806.8679,3788.5902,3832.2051,3786.7344,3798.5434,8.3245,0.2191,134561881.0,241829546.4
190,399300.SZ,20230531,3798.5434,3827.1634,3827.1634,3781.4034,3837.7531,-39.2097,-1.0217,126387368.0,235606123.9
191,399300.SZ,20230530,3837.7531,3827.7924,3844.0052,3789.2736,3833.9416,3.8115,0.0994,137619629.0,244566265.5
192,399300.SZ,20230529,3833.9416,3862.0838,3866.7238,3819.1822,3850.9511,-17.0095,-0.4417,131859967.0,230095604.8
193,399300.SZ,20230526,3850.9511,3848.4174,3859.6291,3815.5701,3850.4996,0.4515,0.0117,100326439.0,191537814.9
194,399300.SZ,20230525,3850.4996,3851.4053,3861.3815,3817.8365,3859.0935,-8.5939,-0.2227,124150770.0,213313620.1
195,399300.SZ,20230524,3859.0935,3903.7818,3903.7818,3859.0935,3913.1882,-54.0947,-1.3824,137258265.0,211768410.5
196,399300.SZ,20230523,3913.1882,3968.2346,3971.939,3913.1882,3969.3277,-56.1395,-1.4143,118685077.0,189955815.3
197,399300.SZ,20230522,3969.3277,3941.0015,3985.4031,3935.8015,3944.5403,24.7874,0.6284,109116605.0,202185550.2
198,399300.SZ,20230519,3944.5403,3946.2215,3967.2816,3928.316,3956.0701,-11.5298,-0.2914,120212479.0,207094944.8
199,399300.SZ,20230518,3956.0701,3965.5162,3982.7178,3939.5526,3960.165,-4.0949,-0.1034,136533947.0,229134184.4
200,399300.SZ,20230517,3960.165,3971.7017,3982.6044,3945.7137,3978.2054,-18.0404,-0.4535,118448185.0,205195686.0
201,399300.SZ,20230516,3978.2054,4002.5237,4005.015,3966.9921,3998.8872,-20.6818,-0.5172,136833271.0,234840652.7
202,399300.SZ,20230515,3998.8872,3938.83,3998.8872,3923.0317,3937.7622,61.125,1.5523,176257362.0,279531163.5
203,399300.SZ,20230512,3937.7622,3987.769,3999.3831,3937.5274,3990.6637,-52.9015,-1.3256,144421728.0,228992923.4
204,399300.SZ,20230511,3990.6637,4005.7823,4018.0579,3988.4816,3996.8695,-6.2058,-0.1553,144804619.0,241052071.4
205,399300.SZ,20230510,3996.8695,4017.9358,4019.0587,3984.6287,4027.8754,-31.0059,-0.7698,207552709.0,309484851.7
206,399300.SZ,20230509,4027.8754,4065.439,4092.8501,4026.3886,4062.6624,-34.787,-0.8563,279306048.0,396422120.4
207,399300.SZ,20230508,4062.6624,4028.1056,4070.7724,4018.9608,4016.8774,45.785,1.1398,255583085.0,359539954.2
208,399300.SZ,20230505,4016.8774,4031.0946,4047.6015,3998.392,4030.2471,-13.3697,-0.3317,206626924.0,307694489.9
209,399300.SZ,20230504,4030.2471,4013.4713,4035.7832,4001.1259,4029.0858,1.1613,0.0288,227582846.0,345492506.0
210,399300.SZ,20230428,4029.0858,3993.2561,4030.4469,3993.2561,3988.4185,40.6673,1.0196,179508488.0,328936294.0
211,399300.SZ,20230427,3988.4185,3948.0313,3999.1302,3942.8152,3959.2323,29.1862,0.7372,153828195.0,304804002.6
