,date,成交量,1,2,3,4,5,6,7,7+,涨停数,跌停数,炸板率,连板高度,连板股数,连板溢价,l_emo,l_bar,h_bar,weighted_emo,weighted_emo_R,short,short_R,long,long_R,position
295,20210324,7621.81670798,39,8,8,1,2,0,0,1,59,25,0.2435897435897435,13,59,4.782649999999999,26.797297297297295,22.381645569620254,9.0,3.23583640082121,0.6779661016949152,24.88768069240981,0.744765702891326,20.44067565455255,0.5064805583250249,58-90%
296,20210325,6758.17387523,30,8,4,3,0,0,0,1,46,24,0.3611111111111111,14,46,1.32256,21.96279461279461,22.392849811837156,9.0,3.000370504256143,0.6719840478564307,23.932085671958554,0.707876370887338,20.618033246590002,0.5174476570289133,58-90%
297,20210326,7477.77148666,59,8,1,2,3,0,0,1,74,4,0.1956521739130435,15,74,2.08395625,29.564932885906043,22.381645569620254,9.0,4.441409132701686,0.7377866400797607,25.918878781542375,0.7766699900299103,21.45632518837215,0.5772681954137587,58-90%
298,20210329,7576.26108005,43,13,6,1,0,2,0,1,66,7,0.2826086956521739,16,66,8.131866666666667,31.319565217391307,22.392849811837156,9.0,5.71441805236681,0.7986041874376869,29.17033088582057,0.864406779661017,22.40248753918204,0.6321036889332003,58-90%
299,20210330,7491.679025390001,35,13,5,4,1,0,1,1,60,12,0.3023255813953488,17,60,5.027386956521738,31.4,22.404054054054058,9.0,7.323937640182393,0.847457627118644,31.090555150277215,0.8893320039880359,23.377835137704206,0.6819541375872382,58-90%
300,20210331,6872.5218898,54,7,5,3,4,0,0,2,75,8,0.2268041237113402,18,75,5.7487,35.40224252491694,22.41711323392358,9.0,8.747796911567196,0.8793619142572283,33.0888878556984,0.9172482552342971,24.373876047887663,0.7278165503489531,58-90%
301,20210401,6574.87544604,55,10,2,3,1,1,0,2,74,11,0.2291666666666666,19,74,1.6059380952380948,32.85844370860927,22.430172413793105,9.0,10.127914177230902,0.8973080757726819,33.72079164924864,0.9282153539381854,25.297183306871617,0.769690927218345,58-90%
302,20210402,7165.559354630001,45,13,4,2,1,1,1,2,69,6,0.2247191011235955,20,69,5.671657894736843,36.35379537953796,22.48120066472788,9.0,11.42602603165395,0.9112662013958126,34.72553799120011,0.9361914257228315,26.478627814107636,0.8334995014955134,>90%
303,20210406,6600.47388441,58,9,4,3,2,1,1,3,81,6,0.19,21,81,5.438366666666667,40.222368421052636,22.53222891566265,9.0,13.264936535476924,0.9272183449651047,37.473636171542395,0.9551345962113659,27.566809707157667,0.8703888334995015,>90%
304,20210407,7397.78959607,67,13,5,2,2,2,1,3,95,2,0.1739130434782608,12,95,7.552318181818182,37.75655737704918,22.578614457831325,9.0,14.585349124656762,0.9351944167497508,38.59411277112396,0.9581256231306081,28.986442844469202,0.8983050847457628,>90%
305,20210408,7670.791693530001,22,10,8,2,0,0,1,2,45,17,0.4886363636363636,13,45,2.340589285714286,25.007843137254902,22.625,9.0,12.7920177159538,0.9232303090727817,32.70822548173713,0.9112662013958126,29.32227732431103,0.901296111665005,>90%
306,20210409,6944.61723734,36,9,6,6,1,0,0,3,61,6,0.1643835616438356,14,61,5.394752173913044,32.79030944625407,22.675,9.0,12.618596449228686,0.9202392821535393,30.227698454548687,0.8803589232303091,30.150047782076502,0.9112662013958126,>90%
